pflanzen_id,deutscher_name,kategorie,aktivitaet,phase_von,phase_bis,monat_von,monat_bis,laufend,hinweis,quelle
KR000062,Schwarzer Senf,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000062,Schwarzer Senf,Pflege,Pflege (allgemein),,,,,1,Wärmeliebende Arten warm vorziehen; regelmäßig beernten; Samen/Früchte je nach Art ausreifen lassen; frostempfindliche Arten schützen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000063,Zitronenverbene,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000063,Zitronenverbene,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000063,Zitronenverbene,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000063,Zitronenverbene,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000063,Zitronenverbene,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000063,Zitronenverbene,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000063,Zitronenverbene,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000063,Zitronenverbene,Pflege,Winterschutz,9,10,,,0,frostempfindlich – vor Frost schützen/einräumen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000064,Gewürztagetes,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000064,Gewürztagetes,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000064,Gewürztagetes,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000064,Gewürztagetes,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000064,Gewürztagetes,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000064,Gewürztagetes,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000064,Gewürztagetes,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000065,Lakritz-Tagetes,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000065,Lakritz-Tagetes,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000065,Lakritz-Tagetes,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000065,Lakritz-Tagetes,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000065,Lakritz-Tagetes,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000065,Lakritz-Tagetes,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000065,Lakritz-Tagetes,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000066,Mexikanischer Estragon,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000066,Mexikanischer Estragon,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000066,Mexikanischer Estragon,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000066,Mexikanischer Estragon,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000066,Mexikanischer Estragon,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000066,Mexikanischer Estragon,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000066,Mexikanischer Estragon,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000067,Süßkraut,Anbau,Vorkultur,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000067,Süßkraut,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000067,Süßkraut,Anbau,Pflanzung,4,5,,,0,ab Mai,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000067,Süßkraut,Nutzung,Ernte,5,7,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000067,Süßkraut,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000067,Süßkraut,Pflege,Pflege (allgemein),,,,,1,Wärmeliebend; laufend beernten; frostfrei bzw. einjährig kultivieren,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000067,Süßkraut,Pflege,Winterschutz,9,10,,,0,frostempfindlich – vor Frost schützen/einräumen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000068,Echter Lavendel,Anbau,Vorkultur,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000068,Echter Lavendel,Anbau,Aussaat,2,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000068,Echter Lavendel,Anbau,Pflanzung,4,5,,,0,ab Mai,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000068,Echter Lavendel,Nutzung,Ernte,5,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000068,Echter Lavendel,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000068,Echter Lavendel,Pflege,Pflege (allgemein),,,,,1,Wärmeliebende Arten warm vorziehen; regelmäßig beernten; Samen/Früchte je nach Art ausreifen lassen; frostempfindliche Arten schützen,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000068,Echter Lavendel,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000069,Provence-Lavendel,Anbau,Teilung/Vermehrung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000069,Provence-Lavendel,Anbau,Pflanzung,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000069,Provence-Lavendel,Nutzung,Ernte,5,6,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000069,Provence-Lavendel,Nutzung,Blüte,5,6,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000069,Provence-Lavendel,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000069,Provence-Lavendel,Pflege,Pflege (allgemein),,,,,1,Sonnig und eher mager halten; Rückschnitt nach der Blüte,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000069,Provence-Lavendel,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000070,Bergminze,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000070,Bergminze,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000070,Bergminze,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000070,Bergminze,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000070,Bergminze,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000070,Bergminze,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000070,Bergminze,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000070,Bergminze,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000071,Korsische Minze,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000071,Korsische Minze,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000071,Korsische Minze,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000071,Korsische Minze,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000071,Korsische Minze,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000071,Korsische Minze,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000071,Korsische Minze,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000071,Korsische Minze,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000072,Apfelminze,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000072,Apfelminze,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000072,Apfelminze,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000072,Apfelminze,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000072,Apfelminze,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000072,Apfelminze,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000072,Apfelminze,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000072,Apfelminze,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000073,Ackerminze,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000073,Ackerminze,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000073,Ackerminze,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000073,Ackerminze,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000073,Ackerminze,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000073,Ackerminze,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000073,Ackerminze,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000073,Ackerminze,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000074,Wasserminze,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000074,Wasserminze,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000074,Wasserminze,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000074,Wasserminze,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000074,Wasserminze,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000074,Wasserminze,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000074,Wasserminze,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000074,Wasserminze,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000075,Katzenminze,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000075,Katzenminze,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000075,Katzenminze,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000075,Katzenminze,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000075,Katzenminze,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000075,Katzenminze,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000075,Katzenminze,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000075,Katzenminze,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000076,Monarde,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000076,Monarde,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000076,Monarde,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000076,Monarde,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000076,Monarde,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000076,Monarde,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000076,Monarde,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000076,Monarde,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000077,Anis-Ysop,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000077,Anis-Ysop,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000077,Anis-Ysop,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000077,Anis-Ysop,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000077,Anis-Ysop,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000077,Anis-Ysop,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000077,Anis-Ysop,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000077,Anis-Ysop,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000078,Koreanische Minze,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000078,Koreanische Minze,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000078,Koreanische Minze,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000078,Koreanische Minze,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000078,Koreanische Minze,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000078,Koreanische Minze,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000078,Koreanische Minze,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000078,Koreanische Minze,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000079,Echte Kamille,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000079,Echte Kamille,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000079,Echte Kamille,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000079,Echte Kamille,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000079,Echte Kamille,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000079,Echte Kamille,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000079,Echte Kamille,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000080,Römische Kamille,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000080,Römische Kamille,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000080,Römische Kamille,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000080,Römische Kamille,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000080,Römische Kamille,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000080,Römische Kamille,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000080,Römische Kamille,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000080,Römische Kamille,Pflege,Winterschutz,9,10,,,0,im Topf/Kübel Wurzelballen vor Durchfrieren schützen,Regel: zwei-Ursachen-Modell (Frost/Gefäß)
KR000081,Echte Goldrute,Anbau,Vorkultur,2,3,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000081,Echte Goldrute,Anbau,Teilung/Vermehrung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000081,Echte Goldrute,Anbau,Pflanzung,3,4,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000081,Echte Goldrute,Nutzung,Ernte,4,8,,,1,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000081,Echte Goldrute,Nutzung,Blüte,5,7,,,0,,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000081,Echte Goldrute,Pflege,Rückschnitt,2,3,,,0,i.d.R. im Frühjahr; Detail s. Pflegetext,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
KR000081,Echte Goldrute,Pflege,Pflege (allgemein),,,,,1,Regelmäßig schneiden/beernten; Stauden im Frühjahr zurückschneiden; Teilung/Verjüngung bei Bedarf; Winterschutz je nach Art,DWD/gärtnerisches Standardwissen; aus Monatsangabe der Masterliste V35 auf Phänophase gemappt
