pflanzen_id,deutscher_name,facet,canonical,ist_stil
KR000047,Kümmel,kombiniert_mit,Majoran,
KR000048,Kreuzkümmel,laenderkueche,indisch,0
KR000048,Kreuzkümmel,laenderkueche,nahöstlich,0
KR000048,Kreuzkümmel,laenderkueche,mexikanisch,0
KR000048,Kreuzkümmel,laenderkueche,nordafrikanisch,0
KR000048,Kreuzkümmel,passt_zu,Kichererbsen,
KR000048,Kreuzkümmel,passt_zu,Linse,
KR000048,Kreuzkümmel,passt_zu,Lamm,
KR000048,Kreuzkümmel,passt_zu,Joghurt,
KR000048,Kreuzkümmel,passt_zu,Tomate,
KR000048,Kreuzkümmel,passt_zu,Reis,
KR000048,Kreuzkümmel,kombiniert_mit,Koriander,
KR000048,Kreuzkümmel,kombiniert_mit,Chili,
KR000048,Kreuzkümmel,kombiniert_mit,Zimt,
KR000048,Kreuzkümmel,kombiniert_mit,Kurkuma,
KR000048,Kreuzkümmel,kombiniert_mit,Knoblauch,
KR000049,Bockshornklee,laenderkueche,indisch,0
KR000049,Bockshornklee,laenderkueche,nahöstlich,0
KR000049,Bockshornklee,laenderkueche,nordafrikanisch,0
KR000049,Bockshornklee,passt_zu,Linse,
KR000049,Bockshornklee,passt_zu,Kartoffel,
KR000049,Bockshornklee,passt_zu,Currygerichte,
KR000049,Bockshornklee,passt_zu,Brot,
KR000049,Bockshornklee,passt_zu,Gemüse,
KR000049,Bockshornklee,kombiniert_mit,Koriander,
KR000049,Bockshornklee,kombiniert_mit,Kreuzkümmel,
KR000049,Bockshornklee,kombiniert_mit,Kurkuma,
KR000049,Bockshornklee,kombiniert_mit,Chili,
KR000050,Schabzigerklee,laenderkueche,schweizerisch,0
KR000050,Schabzigerklee,laenderkueche,deutsch,0
KR000050,Schabzigerklee,laenderkueche,alpenländisch,0
KR000050,Schabzigerklee,passt_zu,Brot,
KR000050,Schabzigerklee,passt_zu,Käse,
KR000050,Schabzigerklee,passt_zu,Kartoffel,
KR000050,Schabzigerklee,passt_zu,Quark,
KR000050,Schabzigerklee,kombiniert_mit,Kümmel,
KR000050,Schabzigerklee,kombiniert_mit,Koriander,
KR000051,Schwarzkümmel,laenderkueche,nahöstlich,0
KR000051,Schwarzkümmel,laenderkueche,nahöstlich,0
KR000051,Schwarzkümmel,laenderkueche,indisch,0
KR000051,Schwarzkümmel,passt_zu,Fladenbrot,
KR000051,Schwarzkümmel,passt_zu,Joghurt,
KR000051,Schwarzkümmel,passt_zu,Gemüse,
KR000051,Schwarzkümmel,passt_zu,Linse,
KR000051,Schwarzkümmel,passt_zu,Käse,
KR000051,Schwarzkümmel,kombiniert_mit,Sesam,
KR000051,Schwarzkümmel,kombiniert_mit,Koriander,
KR000051,Schwarzkümmel,kombiniert_mit,Kreuzkümmel,
KR000052,Zitronengras,laenderkueche,südostasiatisch,0
KR000052,Zitronengras,laenderkueche,südostasiatisch,0
KR000052,Zitronengras,laenderkueche,südostasiatisch,0
KR000052,Zitronengras,passt_zu,Kokosmilch,
KR000052,Zitronengras,passt_zu,Huhn,
KR000052,Zitronengras,passt_zu,Fisch,
KR000052,Zitronengras,passt_zu,Chili,
KR000052,Zitronengras,passt_zu,Ingwer,
KR000052,Zitronengras,passt_zu,Limette,
KR000052,Zitronengras,kombiniert_mit,Kaffirlimette,
KR000052,Zitronengras,kombiniert_mit,Koriander,
KR000052,Zitronengras,kombiniert_mit,Chili,
KR000052,Zitronengras,kombiniert_mit,Ingwer,
KR000053,Currykraut,laenderkueche,mediterran,0
KR000053,Currykraut,passt_zu,Reis,
KR000053,Currykraut,passt_zu,Geflügel,
KR000053,Currykraut,passt_zu,Gemüse,
KR000053,Currykraut,passt_zu,Butter,
KR000053,Currykraut,passt_zu,Kartoffel,
KR000053,Currykraut,kombiniert_mit,Rosmarin,
KR000053,Currykraut,kombiniert_mit,Thymian,
KR000053,Currykraut,kombiniert_mit,Lorbeer,
KR000054,Olivenkraut,laenderkueche,mediterran,0
KR000054,Olivenkraut,passt_zu,Antipasti,
KR000054,Olivenkraut,passt_zu,Tomate,
KR000054,Olivenkraut,passt_zu,Käse,
KR000054,Olivenkraut,passt_zu,Brot,
KR000054,Olivenkraut,passt_zu,mediterranes Gemüse,
KR000054,Olivenkraut,kombiniert_mit,Rosmarin,
KR000054,Olivenkraut,kombiniert_mit,Oregano,
KR000054,Olivenkraut,kombiniert_mit,Thymian,
KR000055,Ysop,laenderkueche,französisch,0
KR000055,Ysop,laenderkueche,mediterran,0
KR000055,Ysop,laenderkueche,nahöstlich,0
KR000055,Ysop,passt_zu,Bohnen,
KR000055,Ysop,passt_zu,Kartoffel,
KR000055,Ysop,passt_zu,Lamm,
KR000055,Ysop,passt_zu,Frischkäse,
KR000055,Ysop,kombiniert_mit,Salbei,
KR000055,Ysop,kombiniert_mit,Thymian,
KR000055,Ysop,kombiniert_mit,Rosmarin,
KR000056,Weinraute,laenderkueche,italienisch,0
KR000056,Weinraute,laenderkueche,mitteleuropäisch,0
KR000056,Weinraute,passt_zu,Ei,
KR000056,Weinraute,passt_zu,Frischkäse,
KR000056,Weinraute,passt_zu,mediterrane Kräutermischungen,
KR000056,Weinraute,kombiniert_mit,Petersilie,
KR000056,Weinraute,kombiniert_mit,Majoran,
KR000057,Perilla,laenderkueche,japanisch,0
KR000057,Perilla,laenderkueche,koreanisch,0
KR000057,Perilla,laenderkueche,südostasiatisch,0
KR000057,Perilla,passt_zu,Reis,
KR000057,Perilla,passt_zu,Fisch,
KR000057,Perilla,passt_zu,Gurke,
KR000057,Perilla,passt_zu,Aubergine,
KR000057,Perilla,passt_zu,Sesam,
KR000057,Perilla,kombiniert_mit,Sojasauce,
KR000057,Perilla,kombiniert_mit,Ingwer,
KR000057,Perilla,kombiniert_mit,Frühlingszwiebel,
KR000058,Vietnamesischer Koriander,laenderkueche,südostasiatisch,0
KR000058,Vietnamesischer Koriander,laenderkueche,südostasiatisch,0
KR000058,Vietnamesischer Koriander,passt_zu,Nudelsuppen,
KR000058,Vietnamesischer Koriander,passt_zu,Huhn,
KR000058,Vietnamesischer Koriander,passt_zu,Fisch,
KR000058,Vietnamesischer Koriander,passt_zu,Limette,
KR000058,Vietnamesischer Koriander,passt_zu,Chili,
KR000058,Vietnamesischer Koriander,kombiniert_mit,Koriander,
KR000058,Vietnamesischer Koriander,kombiniert_mit,Minze,
KR000058,Vietnamesischer Koriander,kombiniert_mit,Thai-Basilikum,
KR000059,Curryblatt,laenderkueche,indisch,0
KR000059,Curryblatt,laenderkueche,indisch,0
KR000059,Curryblatt,laenderkueche,südostasiatisch,0
KR000059,Curryblatt,passt_zu,Linse,
KR000059,Curryblatt,passt_zu,Kokosmilch,
KR000059,Curryblatt,passt_zu,Reis,
KR000059,Curryblatt,passt_zu,Kartoffel,
KR000059,Curryblatt,kombiniert_mit,Senfsaat,
KR000059,Curryblatt,kombiniert_mit,Kokos,
KR000059,Curryblatt,kombiniert_mit,Chili,
KR000059,Curryblatt,kombiniert_mit,Tamarinde,
KR000060,Weißer Senf,laenderkueche,deutsch,0
KR000060,Weißer Senf,laenderkueche,französisch,0
KR000060,Weißer Senf,laenderkueche,mitteleuropäisch,0
KR000060,Weißer Senf,passt_zu,Wurst,
KR000060,Weißer Senf,passt_zu,Kartoffelsalat,
KR000060,Weißer Senf,passt_zu,Gurken,
KR000060,Weißer Senf,passt_zu,Kohlgerichte,
KR000060,Weißer Senf,kombiniert_mit,Dill,
KR000060,Weißer Senf,kombiniert_mit,Estragon,
KR000060,Weißer Senf,kombiniert_mit,Essig,
KR000060,Weißer Senf,kombiniert_mit,Honig,
KR000061,Brauner Senf,laenderkueche,indisch,0
KR000061,Brauner Senf,laenderkueche,indisch,0
KR000061,Brauner Senf,laenderkueche,indisch,0
KR000061,Brauner Senf,passt_zu,Linse,
KR000061,Brauner Senf,passt_zu,Curry,
KR000061,Brauner Senf,passt_zu,Kohl,
KR000061,Brauner Senf,passt_zu,Pickles,
KR000061,Brauner Senf,kombiniert_mit,Kreuzkümmel,
KR000061,Brauner Senf,kombiniert_mit,Curryblatt,
KR000061,Brauner Senf,kombiniert_mit,Kurkuma,
KR000061,Brauner Senf,kombiniert_mit,Chili,
KR000062,Schwarzer Senf,laenderkueche,indisch,0
KR000062,Schwarzer Senf,laenderkueche,indisch,0
KR000062,Schwarzer Senf,passt_zu,Dal,
KR000062,Schwarzer Senf,passt_zu,Kartoffel,
KR000062,Schwarzer Senf,passt_zu,Blumenkohl,
KR000062,Schwarzer Senf,passt_zu,Chutneys,
KR000062,Schwarzer Senf,kombiniert_mit,Curryblatt,
KR000062,Schwarzer Senf,kombiniert_mit,Chili,
KR000062,Schwarzer Senf,kombiniert_mit,Asafoetida,
KR000062,Schwarzer Senf,kombiniert_mit,Kurkuma,
KR000063,Zitronenverbene,laenderkueche,französisch,0
KR000063,Zitronenverbene,laenderkueche,südamerikanisch,0
KR000063,Zitronenverbene,laenderkueche,international/modern,1
KR000063,Zitronenverbene,passt_zu,Pfirsiche,
KR000063,Zitronenverbene,passt_zu,Beere,
KR000063,Zitronenverbene,passt_zu,Zitronendesserts,
KR000063,Zitronenverbene,passt_zu,Kräutertee,
KR000063,Zitronenverbene,kombiniert_mit,Minze,
KR000063,Zitronenverbene,kombiniert_mit,Zitronenmelisse,
KR000063,Zitronenverbene,kombiniert_mit,Vanille,
KR000063,Zitronenverbene,kombiniert_mit,Pfirsich,
KR000064,Gewürztagetes,laenderkueche,mexikanisch,0
KR000064,Gewürztagetes,laenderkueche,international/modern,1
KR000064,Gewürztagetes,passt_zu,Tomate,
KR000064,Gewürztagetes,passt_zu,Gurken,
KR000064,Gewürztagetes,passt_zu,Zitrusdesserts,
KR000064,Gewürztagetes,passt_zu,Kräuterbutter,
KR000064,Gewürztagetes,kombiniert_mit,Tomate,
KR000064,Gewürztagetes,kombiniert_mit,Chili,
KR000064,Gewürztagetes,kombiniert_mit,Limette,
KR000064,Gewürztagetes,kombiniert_mit,Koriander,
KR000065,Lakritz-Tagetes,laenderkueche,mexikanisch,0
KR000065,Lakritz-Tagetes,laenderkueche,international/modern,1
KR000065,Lakritz-Tagetes,passt_zu,Obstsalat,
KR000065,Lakritz-Tagetes,passt_zu,Quarkdesserts,
KR000065,Lakritz-Tagetes,passt_zu,Fenchel,
KR000065,Lakritz-Tagetes,passt_zu,Kräutertee,
KR000065,Lakritz-Tagetes,kombiniert_mit,Fenchel,
KR000065,Lakritz-Tagetes,kombiniert_mit,Anis,
KR000065,Lakritz-Tagetes,kombiniert_mit,Zitrone,
KR000065,Lakritz-Tagetes,kombiniert_mit,Beere,
KR000066,Mexikanischer Estragon,laenderkueche,mexikanisch,0
KR000066,Mexikanischer Estragon,laenderkueche,mittelamerikanisch,0
KR000066,Mexikanischer Estragon,passt_zu,Geflügel,
KR000066,Mexikanischer Estragon,passt_zu,Fisch,
KR000066,Mexikanischer Estragon,passt_zu,Bohnen,
KR000066,Mexikanischer Estragon,passt_zu,Tomatensalsa,
KR000066,Mexikanischer Estragon,kombiniert_mit,Chili,
KR000066,Mexikanischer Estragon,kombiniert_mit,Limette,
KR000066,Mexikanischer Estragon,kombiniert_mit,Tomate,
KR000066,Mexikanischer Estragon,kombiniert_mit,Geflügel,
KR000067,Süßkraut,laenderkueche,südamerikanisch,0
KR000067,Süßkraut,laenderkueche,international/modern,1
KR000067,Süßkraut,passt_zu,Tee,
KR000067,Süßkraut,passt_zu,Kräuterteemischungen,
KR000067,Süßkraut,passt_zu,Dessert,
KR000067,Süßkraut,passt_zu,Fruchtsalate,
KR000067,Süßkraut,passt_zu,Joghurt,
KR000067,Süßkraut,passt_zu,Quark,
KR000067,Süßkraut,kombiniert_mit,Minze,
KR000067,Süßkraut,kombiniert_mit,Zitronenverbene,
KR000067,Süßkraut,kombiniert_mit,Beere,
KR000067,Süßkraut,kombiniert_mit,Zitrone,
KR000068,Echter Lavendel,laenderkueche,französisch,0
KR000068,Echter Lavendel,laenderkueche,französisch,0
KR000068,Echter Lavendel,laenderkueche,mediterran,0
KR000068,Echter Lavendel,passt_zu,Lamm,
KR000068,Echter Lavendel,passt_zu,Aprikosen,
KR000068,Echter Lavendel,passt_zu,Honig,
KR000068,Echter Lavendel,passt_zu,Mürbegebäck,
KR000068,Echter Lavendel,kombiniert_mit,Rosmarin,
KR000068,Echter Lavendel,kombiniert_mit,Thymian,
KR000068,Echter Lavendel,kombiniert_mit,Honig,
KR000068,Echter Lavendel,kombiniert_mit,Zitrone,
KR000069,Provence-Lavendel,laenderkueche,französisch,0
KR000069,Provence-Lavendel,laenderkueche,französisch,0
KR000069,Provence-Lavendel,laenderkueche,mediterran,0
KR000069,Provence-Lavendel,passt_zu,Lamm,
KR000069,Provence-Lavendel,passt_zu,Kartoffel,
KR000069,Provence-Lavendel,passt_zu,Aprikosen,
KR000069,Provence-Lavendel,passt_zu,Honig,
KR000069,Provence-Lavendel,kombiniert_mit,Rosmarin,
KR000069,Provence-Lavendel,kombiniert_mit,Thymian,
KR000069,Provence-Lavendel,kombiniert_mit,Bohnenkraut,
KR000069,Provence-Lavendel,kombiniert_mit,Honig,
KR000070,Bergminze,laenderkueche,italienisch,0
KR000070,Bergminze,laenderkueche,mediterran,0
KR000070,Bergminze,passt_zu,Lamm,
KR000070,Bergminze,passt_zu,Bohnen,
KR000070,Bergminze,passt_zu,Joghurt,
KR000070,Bergminze,passt_zu,Tomate,
KR000070,Bergminze,kombiniert_mit,Thymian,
KR000070,Bergminze,kombiniert_mit,Bohnenkraut,
KR000070,Bergminze,kombiniert_mit,Tomate,
KR000070,Bergminze,kombiniert_mit,Zitrone,
KR000071,Korsische Minze,laenderkueche,mediterran,0
KR000071,Korsische Minze,laenderkueche,international/modern,1
KR000071,Korsische Minze,passt_zu,Schokolade,
KR000071,Korsische Minze,passt_zu,Erdbeeren,
KR000071,Korsische Minze,passt_zu,Obstsalat,
KR000071,Korsische Minze,passt_zu,Kräutertee,
KR000071,Korsische Minze,kombiniert_mit,Schokolade,
KR000071,Korsische Minze,kombiniert_mit,Erdbeere,
KR000071,Korsische Minze,kombiniert_mit,Vanille,
KR000071,Korsische Minze,kombiniert_mit,Zitrone,
KR000072,Apfelminze,laenderkueche,britisch,0
KR000072,Apfelminze,laenderkueche,nahöstlich,0
KR000072,Apfelminze,laenderkueche,international/modern,1
KR000072,Apfelminze,passt_zu,Erbsen,
KR000072,Apfelminze,passt_zu,Gurke,
KR000072,Apfelminze,passt_zu,Joghurt,
KR000072,Apfelminze,passt_zu,Obstsalat,
KR000072,Apfelminze,kombiniert_mit,Zitrone,
KR000072,Apfelminze,kombiniert_mit,Gurke,
KR000072,Apfelminze,kombiniert_mit,Joghurt,
KR000072,Apfelminze,kombiniert_mit,Beere,
KR000073,Ackerminze,laenderkueche,mitteleuropäisch,0
KR000073,Ackerminze,passt_zu,Kartoffel,
KR000073,Ackerminze,passt_zu,Erbsen,
KR000073,Ackerminze,passt_zu,Joghurt,
KR000073,Ackerminze,passt_zu,Kräutertee,
KR000073,Ackerminze,kombiniert_mit,Zitrone,
KR000073,Ackerminze,kombiniert_mit,Honig,
KR000073,Ackerminze,kombiniert_mit,Kartoffel,
KR000073,Ackerminze,kombiniert_mit,Erbsen,
KR000074,Wasserminze,laenderkueche,britisch,0
KR000074,Wasserminze,laenderkueche,mitteleuropäisch,0
KR000074,Wasserminze,passt_zu,Lamm,
KR000074,Wasserminze,passt_zu,Erbsen,
KR000074,Wasserminze,passt_zu,Gurke,
KR000074,Wasserminze,passt_zu,Fruchtsalate,
KR000074,Wasserminze,kombiniert_mit,Gurke,
KR000074,Wasserminze,kombiniert_mit,Joghurt,
KR000074,Wasserminze,kombiniert_mit,Zitrone,
KR000074,Wasserminze,kombiniert_mit,Beere,
KR000075,Katzenminze,laenderkueche,mitteleuropäisch,0
KR000075,Katzenminze,laenderkueche,international/modern,1
KR000075,Katzenminze,passt_zu,Kräutertee,
KR000075,Katzenminze,passt_zu,Zitronendesserts,
KR000075,Katzenminze,passt_zu,Obstsalat,
KR000075,Katzenminze,passt_zu,Blattsalate,
KR000075,Katzenminze,kombiniert_mit,Zitrone,
KR000075,Katzenminze,kombiniert_mit,Honig,
KR000075,Katzenminze,kombiniert_mit,Apfel,
KR000075,Katzenminze,kombiniert_mit,Beere,
KR000076,Monarde,laenderkueche,nordamerikanisch,0
KR000076,Monarde,laenderkueche,international/modern,1
KR000076,Monarde,passt_zu,Obstsalat,
KR000076,Monarde,passt_zu,Wildgeflügel,
KR000076,Monarde,passt_zu,Kräutertee,
KR000076,Monarde,passt_zu,Sommerdesserts,
KR000076,Monarde,kombiniert_mit,Zitrone,
KR000076,Monarde,kombiniert_mit,Honig,
KR000076,Monarde,kombiniert_mit,Beere,
KR000076,Monarde,kombiniert_mit,Wildgeflügel,
KR000077,Anis-Ysop,laenderkueche,nordamerikanisch,0
KR000077,Anis-Ysop,laenderkueche,international/modern,1
KR000077,Anis-Ysop,passt_zu,Aprikosen,
KR000077,Anis-Ysop,passt_zu,Pfirsiche,
KR000077,Anis-Ysop,passt_zu,Kräutertee,
KR000077,Anis-Ysop,passt_zu,Blattsalate,
KR000077,Anis-Ysop,kombiniert_mit,Pfirsich,
KR000077,Anis-Ysop,kombiniert_mit,Aprikose,
KR000077,Anis-Ysop,kombiniert_mit,Honig,
KR000077,Anis-Ysop,kombiniert_mit,Zitrone,
KR000078,Koreanische Minze,laenderkueche,koreanisch,0
KR000078,Koreanische Minze,laenderkueche,ostasiatisch,0
KR000078,Koreanische Minze,passt_zu,Kimchi,
KR000078,Koreanische Minze,passt_zu,Gurkensalat,
KR000078,Koreanische Minze,passt_zu,Tofu,
KR000078,Koreanische Minze,passt_zu,Schweinefleisch,
KR000078,Koreanische Minze,kombiniert_mit,Gochugaru,
KR000078,Koreanische Minze,kombiniert_mit,Sesam,
KR000078,Koreanische Minze,kombiniert_mit,Knoblauch,
KR000078,Koreanische Minze,kombiniert_mit,Sojasauce,
KR000079,Echte Kamille,laenderkueche,mitteleuropäisch,0
KR000079,Echte Kamille,laenderkueche,international/modern,1
KR000079,Echte Kamille,passt_zu,Apfelkompott,
KR000079,Echte Kamille,passt_zu,Kräutertee,
KR000079,Echte Kamille,passt_zu,Honig,
KR000079,Echte Kamille,passt_zu,Milchspeisen,
KR000079,Echte Kamille,kombiniert_mit,Honig,
KR000079,Echte Kamille,kombiniert_mit,Apfel,
KR000079,Echte Kamille,kombiniert_mit,Zitrone,
KR000079,Echte Kamille,kombiniert_mit,Vanille,
KR000080,Römische Kamille,laenderkueche,britisch,0
KR000080,Römische Kamille,laenderkueche,mitteleuropäisch,0
KR000080,Römische Kamille,passt_zu,Kräutertee,
KR000080,Römische Kamille,passt_zu,Apfeldesserts,
KR000080,Römische Kamille,passt_zu,Honig,
KR000080,Römische Kamille,passt_zu,Gebäck,
KR000080,Römische Kamille,kombiniert_mit,Honig,
KR000080,Römische Kamille,kombiniert_mit,Apfel,
KR000080,Römische Kamille,kombiniert_mit,Zitrone,
KR000080,Römische Kamille,kombiniert_mit,Mandeln,
KR000081,Echte Goldrute,laenderkueche,mitteleuropäisch,0
KR000081,Echte Goldrute,passt_zu,Kräutertee,
KR000081,Echte Goldrute,passt_zu,Blütenmischungen,
KR000081,Echte Goldrute,passt_zu,Honig,
KR000081,Echte Goldrute,passt_zu,Zitronengetränke,
KR000081,Echte Goldrute,kombiniert_mit,Honig,
KR000081,Echte Goldrute,kombiniert_mit,Zitrone,
KR000081,Echte Goldrute,kombiniert_mit,Apfel,
KR000081,Echte Goldrute,kombiniert_mit,Minze,
KR000082,Mädesüß,laenderkueche,britisch,0
KR000082,Mädesüß,laenderkueche,mitteleuropäisch,0
KR000082,Mädesüß,passt_zu,Apfel,
KR000082,Mädesüß,passt_zu,Birne,
KR000082,Mädesüß,passt_zu,Beerenkompott,
KR000082,Mädesüß,passt_zu,Dessert,
KR000082,Mädesüß,kombiniert_mit,Apfel,
KR000082,Mädesüß,kombiniert_mit,Birne,
KR000082,Mädesüß,kombiniert_mit,Sahne,
KR000082,Mädesüß,kombiniert_mit,Vanille,
KR000083,Holunder,laenderkueche,mitteleuropäisch,0
KR000083,Holunder,laenderkueche,britisch,0
KR000083,Holunder,laenderkueche,skandinavisch,0
KR000083,Holunder,passt_zu,Holunderblüten-Sirup,
KR000083,Holunder,passt_zu,Gelee,
KR000083,Holunder,passt_zu,Kompott,
KR000083,Holunder,passt_zu,Sekt,
KR000083,Holunder,passt_zu,Apfel,
KR000083,Holunder,passt_zu,Zitrone,
KR000083,Holunder,kombiniert_mit,Zitrone,
KR000083,Holunder,kombiniert_mit,Apfel,
KR000083,Holunder,kombiniert_mit,Minze,
KR000083,Holunder,kombiniert_mit,Sekt,
KR000084,Hagebuttenrose,laenderkueche,mitteleuropäisch,0
KR000084,Hagebuttenrose,laenderkueche,skandinavisch,0
KR000084,Hagebuttenrose,laenderkueche,osteuropäisch,0
KR000084,Hagebuttenrose,passt_zu,Marmelade,
KR000084,Hagebuttenrose,passt_zu,Tee,
KR000084,Hagebuttenrose,passt_zu,Apfel,
KR000084,Hagebuttenrose,passt_zu,Hibiskus,
KR000084,Hagebuttenrose,passt_zu,Zimt,
KR000084,Hagebuttenrose,passt_zu,Wildfruchtgelee,
KR000084,Hagebuttenrose,kombiniert_mit,Apfel,
KR000084,Hagebuttenrose,kombiniert_mit,Hibiskus,
KR000084,Hagebuttenrose,kombiniert_mit,Zimt,
KR000084,Hagebuttenrose,kombiniert_mit,Orange,
KR000085,Damaszener-Rose,laenderkueche,nahöstlich,0
KR000085,Damaszener-Rose,laenderkueche,nahöstlich,0
KR000085,Damaszener-Rose,laenderkueche,nahöstlich,0
KR000085,Damaszener-Rose,laenderkueche,indisch,0
KR000085,Damaszener-Rose,passt_zu,Joghurt,
KR000085,Damaszener-Rose,passt_zu,Rosenwasser-Desserts,
KR000085,Damaszener-Rose,passt_zu,Pistazien,
KR000085,Damaszener-Rose,passt_zu,Himbeeren,
KR000085,Damaszener-Rose,kombiniert_mit,Pistazie,
KR000085,Damaszener-Rose,kombiniert_mit,Joghurt,
KR000085,Damaszener-Rose,kombiniert_mit,Himbeere,
KR000085,Damaszener-Rose,kombiniert_mit,Kardamom,
KR000086,Eibisch,laenderkueche,mitteleuropäisch,0
KR000086,Eibisch,laenderkueche,international/modern,1
KR000086,Eibisch,passt_zu,Kräutertee,
KR000086,Eibisch,passt_zu,Sirup,
KR000086,Eibisch,passt_zu,Hustenbonbons,
KR000086,Eibisch,passt_zu,Süßspeisen,
KR000086,Eibisch,kombiniert_mit,Honig,
KR000086,Eibisch,kombiniert_mit,Anis,
KR000086,Eibisch,kombiniert_mit,Fenchel,
KR000086,Eibisch,kombiniert_mit,Zitrone,
KR000087,Malve,laenderkueche,mitteleuropäisch,0
KR000087,Malve,laenderkueche,nordafrikanisch,0
KR000087,Malve,passt_zu,Salat,
KR000087,Malve,passt_zu,Kräuterquark,
KR000087,Malve,passt_zu,Suppe,
KR000087,Malve,passt_zu,Gemüsefüllungen,
KR000087,Malve,passt_zu,Tee,
KR000087,Malve,passt_zu,Wildkräutermischungen,
KR000087,Malve,kombiniert_mit,Zitrone,
KR000087,Malve,kombiniert_mit,Honig,
KR000087,Malve,kombiniert_mit,Gurke,
KR000087,Malve,kombiniert_mit,Frischkäse,
KR000088,Stockrose,laenderkueche,mitteleuropäisch,0
KR000088,Stockrose,passt_zu,Salat,
KR000088,Stockrose,passt_zu,Dessert,
KR000088,Stockrose,passt_zu,Kräuterbutter,
KR000088,Stockrose,passt_zu,Quark,
KR000088,Stockrose,passt_zu,Blütenmischungen,
KR000088,Stockrose,passt_zu,Dekoration,
KR000088,Stockrose,kombiniert_mit,Frischkäse,
KR000088,Stockrose,kombiniert_mit,Salat,
KR000088,Stockrose,kombiniert_mit,Honig,
KR000088,Stockrose,kombiniert_mit,Zitrone,
KR000089,Ringelblume,laenderkueche,mitteleuropäisch,0
KR000089,Ringelblume,laenderkueche,mediterran,0
KR000089,Ringelblume,passt_zu,Salat,
KR000089,Ringelblume,passt_zu,Kräuterbutter,
KR000089,Ringelblume,passt_zu,Reisgerichte,
KR000089,Ringelblume,passt_zu,Suppe,
KR000089,Ringelblume,passt_zu,Brotaufstriche,
KR000089,Ringelblume,passt_zu,Blütenbutter,
KR000089,Ringelblume,kombiniert_mit,Reis,
KR000089,Ringelblume,kombiniert_mit,Butter,
KR000089,Ringelblume,kombiniert_mit,Frischkäse,
KR000089,Ringelblume,kombiniert_mit,Salat,
KR000090,Kornblume,laenderkueche,mitteleuropäisch,0
KR000090,Kornblume,passt_zu,Salat,
KR000090,Kornblume,passt_zu,Frischkäse,
KR000090,Kornblume,passt_zu,Kräuterquark,
KR000090,Kornblume,passt_zu,Dessert,
KR000090,Kornblume,passt_zu,Blütenzucker,
KR000090,Kornblume,passt_zu,Dekoration,
KR000090,Kornblume,kombiniert_mit,Frischkäse,
KR000090,Kornblume,kombiniert_mit,Salat,
KR000090,Kornblume,kombiniert_mit,Zitrone,
KR000090,Kornblume,kombiniert_mit,Beere,
KR000091,Duftveilchen,laenderkueche,französisch,0
KR000091,Duftveilchen,laenderkueche,britisch,0
KR000091,Duftveilchen,laenderkueche,mitteleuropäisch,0
KR000091,Duftveilchen,passt_zu,Salat,
KR000091,Duftveilchen,passt_zu,Dessert,
KR000091,Duftveilchen,passt_zu,kandierte Blüten,
KR000091,Duftveilchen,passt_zu,Zitronencreme,
KR000091,Duftveilchen,kombiniert_mit,Zitrone,
KR000091,Duftveilchen,kombiniert_mit,Sahne,
KR000091,Duftveilchen,kombiniert_mit,Schokolade,
KR000091,Duftveilchen,kombiniert_mit,Beere,
KR000092,Hornveilchen,laenderkueche,international/modern,1
KR000092,Hornveilchen,laenderkueche,mitteleuropäisch,0
KR000092,Hornveilchen,passt_zu,Salat,
KR000092,Hornveilchen,passt_zu,Dessert,
KR000092,Hornveilchen,passt_zu,Frischkäse,
KR000092,Hornveilchen,passt_zu,kandierte Blüten,
KR000092,Hornveilchen,kombiniert_mit,Frischkäse,
KR000092,Hornveilchen,kombiniert_mit,Blattsalat,
KR000092,Hornveilchen,kombiniert_mit,Beere,
KR000092,Hornveilchen,kombiniert_mit,Zitrone,
KR000093,Taglilie,laenderkueche,chinesisch,0
KR000093,Taglilie,laenderkueche,international/modern,1
KR000093,Taglilie,passt_zu,Wokgemüse,
KR000093,Taglilie,passt_zu,Spargel,
KR000093,Taglilie,passt_zu,Knospen in Essig,
KR000093,Taglilie,passt_zu,Salat,
KR000093,Taglilie,kombiniert_mit,Ingwer,
KR000093,Taglilie,kombiniert_mit,Sojasauce,
KR000093,Taglilie,kombiniert_mit,Spargel,
KR000093,Taglilie,kombiniert_mit,Pilz,
KR000094,Gänseblümchen,laenderkueche,mitteleuropäisch,0
KR000094,Gänseblümchen,passt_zu,Salat,
KR000094,Gänseblümchen,passt_zu,Kräuterquark,
KR000094,Gänseblümchen,passt_zu,Butterbrot,
KR000094,Gänseblümchen,passt_zu,Suppe,
KR000094,Gänseblümchen,passt_zu,Blütenbutter,
KR000094,Gänseblümchen,passt_zu,Wildkräutermischungen,
KR000094,Gänseblümchen,kombiniert_mit,Quark,
KR000094,Gänseblümchen,kombiniert_mit,Schnittlauch,
KR000094,Gänseblümchen,kombiniert_mit,Radieschen,
KR000094,Gänseblümchen,kombiniert_mit,Butterbrot,
KR000095,Schafgarbe,laenderkueche,mitteleuropäisch,0
KR000095,Schafgarbe,passt_zu,Wildkräutersalat,
KR000095,Schafgarbe,passt_zu,Kräuterbutter,
KR000095,Schafgarbe,passt_zu,Kartoffel,
KR000095,Schafgarbe,passt_zu,Gurke,
KR000095,Schafgarbe,passt_zu,Frischkäse,
KR000095,Schafgarbe,passt_zu,Bitterkräutermischungen,
